10	33
24	45
86	33
6	94
19	64
99	16
91	77
36	20
96	68
87	69
32	59
17	20
7	30
54	24
44	82
12	11
17	85
40	97
96	20
17	84
44	81
91	46
17	50
20	98
43	68
69	14
45	65
46	78
53	54
39	1
28	92
40	28
84	36
45	71
64	72
39	3
15	90
8	78
50	89
10	43
26	38
72	41
56	64
77	71
70	73
20	7
58	67
81	54
53	65
93	68
87	10
18	17
34	62
33	90
73	42
79	71
55	16
70	71
8	59
94	49
67	100
87	62
35	53
40	70
50	91
66	38
21	100
25	38
97	25
6	59
23	28
73	2
82	32
88	61
98	100
81	35
15	88
84	21
63	99
14	57
86	43
28	27
28	15
100	14
49	62
14	77
48	93
23	4
81	66
15	46
69	30
22	44
58	43
79	38
57	52
15	7
23	36
50	49
83	59
51	63
29	48
4	27
84	51
7	60
4	57
8	4
29	79
38	94
54	73
9	52
96	36
86	33
90	77
28	73
77	81
78	52
16	5
15	82
27	24
62	35
81	38
26	73
33	1
74	61
20	68
25	28
40	94
31	72
44	37
54	44
12	1
85	77
96	51
52	4
80	8
99	50
31	20
84	93
97	14
5	46
75	72
58	43
36	61
39	56
64	14
29	35
77	66
31	25
47	10
84	73
52	33
35	6
15	65
12	32
34	57
23	30
70	37
2	32
14	38
53	13
29	1
53	36
65	25
14	81
44	64
4	74
50	95
11	38
42	54
75	13
7	40
100	98
57	56
86	71
91	26
16	44
59	99
30	11
75	12
22	70
28	88
4	87
58	71
93	57
30	84
24	5
61	79
44	13
97	52
19	35
13	14
35	70
43	27
36	61
36	31
15	70
45	34
83	20
47	64
64	7
47	76
73	4
61	12
71	84
8	37
89	11
49	93
25	27
28	91
100	21
100	99
41	19
22	49
64	70
29	14
18	73
46	53
78	15
74	76
20	79
94	11
64	92
100	29
90	81
38	11
54	83
68	59
67	60
44	37
38	36
39	93
88	42
16	81
76	64
46	47
42	41
50	68
59	27
91	75
30	70
61	67
71	70
46	86
9	72
90	78
34	53
77	58
71	68
62	80
38	98
91	15
54	12
10	8
73	19
9	22
23	60
13	56
36	40
52	60
28	19
53	61
33	38
29	51
75	46
42	82
65	75
32	17
78	91
56	82
22	16
15	99
2	97
9	11
64	50
18	88
54	20
37	19
12	4
28	73
29	8
10	45
89	28
79	9
52	78
2	94
67	100
17	34
35	41
29	60
11	57
6	99
84	26
27	65
45	30
6	91
34	59
5	81
70	13
90	49
6	10
64	13
18	82
55	72
94	1
5	45
60	19
51	22
26	19
32	10
6	97
36	20
45	83
81	14
98	73
92	72
42	25
92	85
93	40
67	25
33	70
27	66
62	60
27	78
14	12
85	69
13	94
60	73
6	19
69	47
8	30
40	73
88	32
20	94
19	30
22	18
45	88
86	8
21	29
10	60
33	76
6	33
32	74
20	66
63	74
76	98
52	33
23	87
45	93
56	45
66	29
64	20
32	3
7	96
16	11
51	24
70	66
71	40
100	46
73	50
93	59
68	52
30	42
93	48
70	73
29	47
52	96
100	44
40	71
68	97
69	93
53	94
72	51
54	30
33	94
40	45
82	94
31	60
64	95
12	83
69	32
38	75
51	97
23	17
38	63
39	33
70	68
5	50
41	72
80	40
83	98
85	68
21	97
1	97
8	32
11	30
22	15
6	12
92	3
18	3
80	54
92	17
5	46
90	61
48	26
68	41
40	54
32	40
68	24
82	44
35	51
17	40
62	28
91	20
47	91
35	72
68	31
15	75
87	42
7	2
92	30
97	16
15	89
73	30
19	69
51	17
25	78
93	64
78	7
73	74
41	9
47	11
37	83
73	13
80	89
48	38
25	43
49	18
35	74
31	35
73	59
7	1
74	53
64	14
64	58
98	87
14	65
18	52
41	94
59	99
5	43
86	3
25	68
16	57
94	17
25	33
24	2
14	2
36	48
62	10
71	19
75	36
13	25
55	72
57	35
34	16
62	30
81	65
20	87
35	58
42	78
39	74
53	40
77	88
7	68
71	48
71	16
13	32
47	46
69	84
70	74
1	16
99	1
67	31
59	63
10	51
87	45
6	84
78	63
53	56
72	70
17	91
20	75
8	95
80	23
22	61
100	45
73	82
36	1
47	65
33	21
50	96
1	20
43	68
24	60
34	58
52	49
89	4
43	96
36	21
65	74
26	79
32	31
90	82
19	70
20	2
80	13
43	7
6	47
65	53
21	33
52	54
54	52
21	15
20	94
40	2
73	65
64	48
94	84
41	73
34	57
23	19
81	9
54	55
42	11
73	39
25	93
72	94
13	8
80	78
59	89
9	4
72	48
45	15
89	92
83	14
49	56
85	2
30	94
68	56
89	55
65	32
58	89
82	55
35	75
92	47
45	32
76	99
32	89
65	99
7	22
72	98
54	90
26	36
74	56
63	77
49	6
76	94
99	11
19	26
97	39
26	94
21	28
68	15
15	36
83	100
25	39
53	11
100	41
25	73
83	62
41	30
50	36
3	96
96	69
1	54
55	98
44	3
10	24
64	59
83	4
84	25
63	13
86	6
49	36
73	24
90	91
94	85
45	85
100	14
4	60
44	88
89	49
85	17
71	68
90	51
71	78
82	13
67	63
65	76
54	47
91	19
76	93
81	11
100	22
50	80
21	60
73	12
14	6
13	87
75	98
5	51
50	56
22	51
6	38
46	81
2	63
50	6
57	84
38	95
47	1
66	51
35	93
64	36
10	15
68	45
75	46
54	14
33	82
34	73
36	59
16	53
25	84
4	56
50	49
68	23
6	20
45	68
8	72
90	84
22	100
30	36
71	17
56	53
76	70
77	29
55	38
84	45
6	15
27	57
91	79
8	59
36	27
7	82
25	36
70	2
11	100
85	2
15	5
5	75
60	76
39	1
85	9
87	29
8	93
25	100
73	45
93	29
64	95
25	77
44	65
55	77
66	87
99	18
70	37
71	40
43	78
67	40
71	29
90	44
21	40
63	15
39	40
79	30
5	39
68	15
61	60
88	87
25	67
77	88
82	70
26	72
2	76
59	1
38	36
52	89
11	53
90	41
57	89
22	48
98	66
73	5
4	67
59	7
69	60
11	37
60	90
20	69
36	70
88	52
35	77
68	74
84	86
3	14
16	23
66	16
16	17
59	41
47	10
60	31
36	6
49	40
74	4
47	86
98	43
25	37
15	60
70	74
34	30
96	46
46	51
56	28
3	88
20	24
98	33
10	83
28	12
22	5
92	83
21	27
23	71
58	84
49	17
74	76
92	95
11	4
64	83
95	53
86	41
67	75
94	66
78	9
19	58
28	58
92	51
33	9
45	31
14	56
80	90
88	67
3	90
24	80
72	28
3	2
82	92
16	78
34	7
75	5
30	5
64	39
72	56
73	62
86	62
42	66
3	20
67	34
27	55
86	26
3	97
18	3
44	73
56	63
36	50
6	64
76	30
91	62
58	95
71	42
11	48
45	33
54	64
12	47
42	78
97	87
38	11
73	90
15	66
5	57
20	87
73	21
90	27
67	69
64	46
93	35
45	35
24	81
62	90
95	89
92	69
78	89
19	23
72	27
97	79
92	63
4	6
21	7
27	88
81	83
55	18
50	68
12	24
40	1
59	67
85	90
81	73
14	75
65	2
66	72
28	59
38	93
16	89
83	30
89	26
30	19
15	93
47	35
7	68
9	86
5	50
10	96
97	62
78	7
63	23
6	18
19	92
58	66
19	92
25	73
5	52
30	11
39	65
80	85
98	90
98	56
54	81
75	1
90	65
82	76
53	73
93	47
66	32
61	44
52	34
9	91
1	73
26	27
5	94
76	95
17	54
56	63
9	87
57	80
12	65
65	44
70	11
70	14
87	90
49	8
44	46
12	10
36	10
54	22
60	51
55	68
21	40
58	69
59	16
95	3
94	35
51	55
56	2
22	47
25	79
92	87
70	3
3	38
32	30
100	49
93	23
88	56
87	100
23	61
77	16
78	71
57	60
12	3
91	7
74	62
12	92
94	54
3	32
82	83
38	21
10	99
19	80
46	90
18	68
52	96
21	79
13	16
15	53
8	6
15	32
71	40
85	78
75	5
80	22
13	50
93	39
24	91
13	84
35	13
79	72
45	67
61	86
5	88
46	82
93	8
37	8
11	36
89	88
70	65
6	12
51	84
16	73
93	81
66	88
82	30
80	48
39	59
61	22
7	50
83	85
87	5
78	46
58	56
3	68
47	34
74	90
53	30
20	17
69	50
16	68
91	73
23	75
87	40
58	30
5	58
61	45
13	100
98	24
72	24
65	77
14	95
90	7
42	32
74	88
31	99
21	14
57	85
36	78
47	77
21	48
32	15
97	40
46	15
76	54
35	1
48	32
20	58
79	15
57	49
11	92
22	94
65	75
91	99
40	96
87	96
26	2
7	23
28	49
91	10
40	52
100	95
19	30
33	40
47	58
34	74
26	61
39	93
62	80
50	11
99	92
26	52
99	44
17	46
47	42
93	68
56	96
100	50
84	83
40	30
46	63
23	56
82	59
65	20
56	11
95	21
93	5
18	38
17	19
74	50
16	8
75	78
99	66
69	94
80	3
51	44
92	10
42	56
10	23
14	95
54	40
48	94
36	38
15	65
20	4
29	3
13	30
46	70
67	3
34	5
95	99
98	56
99	56
35	34
66	50
32	69
83	92
72	75
3	55
28	67
35	56
43	60
95	79
98	97
34	18
21	42
24	69
33	80
1	51
66	17
62	46
55	70
12	61
3	93
48	1
71	33
51	62
52	39
72	49
11	1
79	9
59	85
19	93
100	98
46	21
2	90
99	90
61	91
55	2
53	54
77	70
54	8
90	76
43	77
5	68
18	40
25	38
30	49
34	6
42	98
42	82
20	24
38	62
34	30
28	19
96	80
19	81
43	5
62	42
65	53
55	31
12	76
58	61
65	53
33	52
64	100
35	63
43	85
7	6
53	46
64	20
23	94
92	22
53	20
93	1
44	51
95	63
91	98
64	37
24	65
31	22
100	49
39	71
74	92
60	7
21	68
22	70
38	81
80	71
21	97
72	52
37	30
72	28
74	1
54	48
44	45
51	1
86	96
73	62
62	59
90	67
1	98
5	28
88	60
91	88
95	83
1	12
77	11
49	67
36	51
32	94
51	68
79	42
3	13
63	17
5	34
99	57
32	26
74	62
55	70
89	49
81	96
43	7
84	52
86	56
49	81
66	28
10	99
36	99
38	98
11	56
21	13
1	44
99	77
87	99
41	18
68	60
74	69
61	10
71	81
55	89
26	99
96	74
74	52
55	80
89	54
10	60
99	8
81	10
29	24
56	99
83	92
51	78
80	42
5	44
93	19
42	19
85	11
20	82
47	5
100	69
24	25
47	77
90	72
43	6
86	82
59	39
78	81
60	28
75	49
52	84
16	6
87	17
89	77
57	53
9	40
93	90
59	98
63	32
32	22
90	69
4	35
10	94
78	19
23	38
66	18
32	48
75	84
91	45
4	26
26	68
50	80
24	85
67	71
48	34
64	17
95	93
67	34
68	25
62	18
63	73
21	57
42	56
60	75
11	71
45	20
6	69
94	99
35	79
96	84
39	81
22	29
69	88
42	46
4	79
57	20
66	5
52	21
45	14
34	77
46	55
32	41
100	22
79	12
29	65
47	72
73	66
95	10
60	66
19	23
30	73
58	41
29	13
87	62
52	82
2	95
26	6
41	27
50	34
21	71
79	74
99	40
16	47
50	68
27	50
63	61
47	91
35	1
74	29
49	66
81	91
60	78
67	95
96	82
74	30
41	13
84	88
78	93
86	100
100	78
26	99
59	43
82	4
66	4
10	52
86	28
82	23
54	90
86	46
40	4
5	71
59	35
96	70
38	90
40	50
66	34
54	100
76	82
22	96
89	94
28	24
38	83
31	15
9	52
58	1
85	11
41	8
53	84
35	13
24	47
55	5
21	40
51	61
52	69
5	63
12	24
40	72
17	85
42	50
67	5
7	66
53	55
73	45
74	91
90	87
95	94
57	26
92	48
3	86
19	6
85	5
13	14
59	94
76	99
10	57
8	22
67	85
46	18
86	58
3	54
22	39
47	11
4	78
73	29
19	17
60	97
59	4
45	67
33	60
100	19
21	84
91	81
98	57
39	73
67	38
51	64
16	64
41	7
76	22
91	9
41	11
92	1
74	73
48	26
13	67
26	23
37	63
29	69
81	4
71	1
86	82
80	7
13	19
11	95
44	34
6	18
31	58
85	83
29	57
73	66
71	24
13	54
84	23
10	50
32	17
32	63
24	86
65	85
82	66
46	47
56	30
94	52
85	31
71	84
35	43
6	78
86	22
7	34
17	66
11	6
10	46
43	100
26	71
22	90
18	43
52	17
9	66
3	42
4	12
63	15
84	29
77	61
3	72
10	76
61	77
74	81
52	89
6	75
36	37
36	18
84	67
47	13
7	77
65	95
33	26
80	95
39	14
85	54
38	16
15	50
49	89
27	96
38	70
19	97
23	29
57	43
80	52
54	83
69	93
28	43
68	22
76	95
78	75
30	49
87	54
28	66
75	33
30	79
80	79
62	69
47	84
63	93
29	53
4	38
2	3
80	24
2	79
96	50
66	1
5	82
41	45
85	17
75	26
47	53
49	46
86	62
5	95
17	74
98	36
52	61
29	63
40	97
64	82
42	60
23	59
35	78
59	5
14	23
37	4
71	60
5	45
17	80
48	19
10	99
71	78
32	79
40	22
38	59
65	61
82	20
24	26
80	79
86	100
96	49
61	33
37	89
45	74
96	62
91	41
29	2
20	26
15	57
51	54
11	35
88	55
6	82
56	4
33	11
77	32
45	96
19	72
99	69
70	38
44	36
25	81
71	20
64	97
97	98
23	14
100	57
25	73
59	9
64	95
72	21
37	79
74	22
62	98
98	20
71	45
3	58
37	35
49	77
31	32
22	87
8	99
43	85
93	47
47	68
94	68
1	39
27	91
31	35
23	101
45	101
3	101
101	34
101	29
101	12
